200	0.565	0	0.468589	0.0000675744	0.315224	0.0000221615	0.145577	0.0000309972	0.0521429	0.0000294562	0.0122555	0.0000133176
200	0.563	0	0.474013	0.0000875462	0.315343	0.0000195142	0.143128	0.0000402131	0.0499457	0.0000347136	0.0113277	0.0000168855
200	0.561	0	0.479173	0.0000619853	0.315396	0.0000163805	0.140789	0.000028659	0.0478872	0.0000259527	0.0104836	0.0000111954
200	0.559	0	0.484138	0.0000658126	0.315323	0.0000161831	0.138536	0.0000367132	0.0459809	0.000025437	0.00972233	0.0000115684
200	0.557	0	0.488693	0.0000754206	0.315237	0.00001766	0.136429	0.0000314175	0.0442569	0.0000283765	0.00905883	0.000010369
200	0.555	0	0.493144	0.0000610169	0.315014	0.000018975	0.134399	0.000029122	0.0426415	0.0000236575	0.00845204	9.89416e-6
200	0.553	0	0.497314	0.0000633103	0.314814	0.0000176391	0.132444	0.0000297038	0.0411443	0.0000225739	0.00791136	9.45097e-6
200	0.551	0	0.501188	0.0000533028	0.314581	0.0000167618	0.130646	0.0000249358	0.039768	0.0000199299	0.00742231	8.03887e-6
200	0.549	0	0.504986	0.0000521961	0.314283	0.0000166215	0.128853	0.0000244154	0.0384789	0.0000191204	0.00698373	8.07048e-6
200	0.547	0	0.508527	0.0000516891	0.313941	0.0000196486	0.127211	0.0000272949	0.0372972	0.0000176693	0.00658832	8.12186e-6
200	0.545	0	0.511952	0.0000471734	0.313559	0.0000189186	0.125598	0.0000231757	0.0361988	0.0000164595	0.00623775	6.0214e-6
200	0.69	0	0.14072	0.000627911	0.221284	0.000492444	0.239029	0.000540982	0.226927	0.000491309	0.1691	0.000786138
200	0.68	0	0.146803	0.000556715	0.224454	0.000548029	0.240013	0.000538955	0.224316	0.000508602	0.161314	0.000790558
200	0.67	0	0.153161	0.000667552	0.228301	0.000526431	0.239177	0.000660409	0.220878	0.000670295	0.155243	0.000713805
200	0.66	0	0.161473	0.000677497	0.231702	0.000548048	0.239858	0.000730869	0.216962	0.0007215	0.146586	0.000754818
200	0.65	0	0.172191	0.000728786	0.237454	0.000631219	0.240227	0.000534967	0.210223	0.0005983	0.136371	0.000737606
200	0.64	0	0.183553	0.000855633	0.243339	0.000576234	0.238931	0.000569263	0.204673	0.00058541	0.125648	0.000758522
200	0.63	0	0.202036	0.00114785	0.25175	0.000683469	0.236889	0.000590612	0.192831	0.000886668	0.112575	0.000904616
200	0.62	0	0.223503	0.00125417	0.259586	0.000760793	0.232822	0.000607447	0.180889	0.000813701	0.0989035	0.000793439
200	0.61	0	0.258064	0.00155847	0.274053	0.000783536	0.223383	0.000683337	0.159734	0.000922195	0.0800823	0.000868304
200	0.6	0	0.306008	0.00169565	0.287819	0.000835639	0.208329	0.000885309	0.132909	0.00106479	0.0598034	0.000854277
200	0.59	0	0.360849	0.00194309	0.300255	0.000844939	0.189736	0.000950455	0.103538	0.00112769	0.0400534	0.000793877
200	0.58	0	0.410862	0.00170006	0.30989	0.000831677	0.170284	0.000807717	0.0780188	0.000990691	0.0249963	0.000635049
200	0.57	0	0.454823	0.00163051	0.313735	0.000773533	0.151979	0.000782734	0.058479	0.000763692	0.014895	0.000422912
200	0.56	0	0.481694	0.00172114	0.314991	0.000602057	0.139645	0.000899131	0.0471631	0.000716384	0.0101257	0.00023476
200	0.55	0	0.503118	0.001128	0.315229	0.000607681	0.129088	0.000605465	0.0389111	0.000408477	0.00716895	0.000172931
200	0.54	0	0.519946	0.001212	0.312034	0.000666756	0.122049	0.000576695	0.0339727	0.000408375	0.00545605	0.00013726
200	0.53	0	0.533559	0.00102327	0.309928	0.000734265	0.115654	0.000538525	0.0299238	0.000319309	0.00430664	0.0000998849
200	0.52	0	0.547305	0.00100246	0.306815	0.000586157	0.10953	0.000540145	0.0261641	0.000256453	0.0035498	0.0000834037
200	0.51	0	0.556039	0.00135124	0.305315	0.000615034	0.104938	0.00060315	0.0241592	0.000280919	0.00291602	0.0000891426
200	0.5	0	0.563282	0.000985802	0.302571	0.000567194	0.102016	0.000522743	0.0227725	0.000233723	0.00264355	0.0000667936
