100	0.86	0	0.339704	0.0000386235	0.383599	0.0000144158	0.268793	0.0000402567
100	0.858	0	0.342058	0.0000350741	0.383687	0.0000127687	0.266305	0.000035266
100	0.856	0	0.344535	0.000036132	0.383803	0.0000135352	0.263664	0.0000403974
100	0.855	0	0.345606	0.000268109	0.383755	0.0000507397	0.262622	0.000274861
100	0.854	0	0.346915	0.0000371877	0.383856	0.0000123811	0.261183	0.0000361054
100	0.852	0	0.349345	0.0000411675	0.383916	0.0000118392	0.258648	0.0000427929
100	0.85	0	0.351719	0.0000356657	0.383977	0.0000117906	0.256166	0.00004094
100	0.848	0	0.354134	0.0000359138	0.383994	0.0000120479	0.253686	0.0000355501
100	0.846	0	0.356591	0.0000344438	0.383992	0.0000155098	0.251186	0.000035762
100	0.845	0	0.357839	0.000166509	0.383917	0.0000574546	0.249993	0.000156101
100	0.844	0	0.359067	0.0000347014	0.384027	0.0000132325	0.248627	0.0000341943
100	0.842	0	0.361496	0.0000326492	0.383971	0.0000124059	0.246208	0.0000315816
100	0.84	0	0.364056	0.0000334281	0.383905	0.0000124202	0.243665	0.0000324741
100	0	0	0.708639	0.0000717841	0.244467	0.0000592569	0.0325492	0.0000250871
250	0.9	0	0.21263	0.000300662	0.359693	0.000132194	0.425455	0.000409395
250	0.89	0	0.224246	0.000313679	0.364802	0.000162763	0.408619	0.000458034
250	0.88	0	0.23849	0.000315605	0.370253	0.000111257	0.388802	0.000373678
250	0.87	0	0.253398	0.000301334	0.374712	0.000108199	0.369299	0.00037097
250	0.86	0	0.269896	0.000300751	0.379129	0.000108718	0.348253	0.000364095
250	0.85	0	0.287949	0.000342455	0.3828	0.000101121	0.326388	0.000371451
250	0.84	0	0.305139	0.000290646	0.385516	0.000105582	0.306352	0.000312961
250	0.83	0	0.323517	0.000292633	0.387457	0.0000905113	0.285897	0.000310282
250	0.82	0	0.341687	0.000374608	0.388726	0.000100866	0.266331	0.000322257
250	0.815	0	0.350781	0.000070324	0.388891	0.0000269824	0.257008	0.0000687153
250	0.813	0	0.354228	0.0000732291	0.38893	0.0000226412	0.253497	0.0000710146
250	0.811	0	0.357623	0.000076759	0.388949	0.0000232016	0.25006	0.0000713307
250	0.81	0	0.359363	0.000281636	0.388983	0.000107337	0.248274	0.000267138
250	0.809	0	0.361291	0.0000816926	0.388921	0.0000237726	0.246396	0.0000747839
250	0.807	0	0.364744	0.0000792643	0.388899	0.0000308454	0.24294	0.0000768792
250	0.805	0	0.368296	0.0000676072	0.388798	0.0000245504	0.239466	0.0000621912
250	0.803	0	0.371628	0.0000659247	0.388694	0.0000310659	0.236215	0.0000607038
250	0.801	0	0.375053	0.0000671311	0.388576	0.0000287267	0.232885	0.0000625678
250	0.8	0	0.376979	0.000268224	0.388536	0.0000979831	0.230989	0.000275085
250	0.799	0	0.378588	0.000064827	0.38837	0.0000271318	0.229532	0.0000607195
250	0.797	0	0.381717	0.0000657863	0.388246	0.0000226745	0.226507	0.0000624202
250	0.795	0	0.385045	0.0000658696	0.387993	0.0000418364	0.223409	0.0000591026
250	0.79	0	0.393362	0.000266547	0.387359	0.000123328	0.215672	0.000222269
250	0.78	0	0.408732	0.000228069	0.385722	0.000109392	0.201837	0.000224824
250	0.77	0	0.423453	0.000349594	0.383521	0.000104946	0.189219	0.000281202
250	0.76	0	0.437827	0.000266048	0.380936	0.000106489	0.177338	0.000224907
250	0	0	0.711088	0.0000436552	0.249677	0.0000424539	0.0335259	0.000012349
400	0.815	0	0.335397	0.000148366	0.390026	0.0000437364	0.272559	0.000151681
400	0.813	0	0.339029	0.000138343	0.390308	0.0000364442	0.268631	0.000141346
400	0.811	0	0.343371	0.000110228	0.390413	0.0000405256	0.264164	0.000108326
400	0.809	0	0.347504	0.000109197	0.390434	0.000069116	0.259991	0.000112383
400	0.807	0	0.351526	0.000120077	0.390579	0.0000411936	0.25581	0.000113534
400	0.805	0	0.35561	0.000100106	0.390511	0.0000491452	0.251774	0.0000965399
400	0.803	0	0.35953	0.000101057	0.390521	0.0000412294	0.24783	0.0000964682
400	0.801	0	0.363404	0.000108097	0.390441	0.0000384223	0.24402	0.000106184
400	0.799	0	0.367024	0.000117561	0.390428	0.000039986	0.240397	0.0000990698
400	0.797	0	0.370938	0.000105549	0.390299	0.0000475352	0.236597	0.000105451
400	0.795	0	0.374746	0.000102919	0.390126	0.000041842	0.232947	0.000106465
400	0	0	0.711817	0.0000400712	0.250884	0.0000330278	0.0337341	0.0000119976
1000	0.81	0	0.32921	0.000223775	0.39165	0.0000929207	0.278342	0.000205475
1000	0.808	0	0.333887	0.000196841	0.39188	0.0000897236	0.273427	0.000200135
1000	0.806	0	0.338787	0.000188647	0.392063	0.0000671581	0.268334	0.000205026
1000	0.805	0	0.341324	0.000314318	0.392263	0.000107514	0.265594	0.000265141
1000	0.804	0	0.343359	0.000254024	0.392143	0.0000683017	0.263674	0.000239979
1000	0.802	0	0.348188	0.000240144	0.3923	0.0000783081	0.258682	0.000217698
1000	0.8	0	0.352716	0.000200599	0.39228	0.0000703042	0.254165	0.000201733
1000	0.798	0	0.357124	0.000194523	0.392295	0.0000732035	0.249735	0.000207505
1000	0.796	0	0.361103	0.000182895	0.392282	0.000102939	0.245764	0.00017002
1000	0.795	0	0.363436	0.000237793	0.392128	0.000108614	0.24358	0.000220227
1000	0.794	0	0.365756	0.000183891	0.392162	0.00006719	0.241222	0.000170242
1000	0.792	0	0.369849	0.000177583	0.391933	0.0000816899	0.237351	0.000167893
1000	0.79	0	0.373947	0.000236564	0.391756	0.0000810303	0.233425	0.00019769
1000	0	0	0.712515	0.0000678385	0.252111	0.0000515837	0.0339501	0.0000241439
2500	0.805	0	0.335188	0.000661559	0.392511	0.000181584	0.271977	0.000674991
2500	0.795	0	0.359255	0.000565051	0.393052	0.000232774	0.247354	0.000490602
2500	0	0	0.712776	0.0000630807	0.252602	0.0000505393	0.0340528	0.0000200244
3600	0.81	0	0.321095	0.00059797	0.391867	0.000274542	0.28682	0.000495225
3600	0.808	0	0.325175	0.000402131	0.392357	0.000156057	0.282247	0.000428271
3600	0.806	0	0.330558	0.0004859	0.392795	0.000177844	0.276424	0.000488993
3600	0.805	0	0.333125	0.000805608	0.39273	0.000355903	0.27392	0.000710664
3600	0.804	0	0.336688	0.000468758	0.393016	0.00015568	0.270071	0.000439279
3600	0.802	0	0.342503	0.000436609	0.393185	0.000191161	0.264084	0.000430045
3600	0.8	0	0.34685	0.000632938	0.392647	0.000317884	0.260274	0.000445103
3600	0.798	0	0.350577	0.000522218	0.393081	0.000274303	0.25611	0.00043391
3600	0.796	0	0.356639	0.000474244	0.392942	0.000188309	0.250185	0.000430584
3600	0.795	0	0.357257	0.000742332	0.392762	0.000277	0.249746	0.000751048
3600	0.794	0	0.359767	0.000530094	0.392917	0.000198318	0.24708	0.000576486
3600	0.792	0	0.365719	0.000535028	0.392893	0.00023494	0.241149	0.00044377
